champion_name,skill_name,skill_description
Lightsworn,Brutality,Attacks 1 enemy. Places a 50% [Decrease ATK] debuff and a 30% [Decrease SPD] debuff for 2 turns.<br>Damage based on: [DEF]<br>Lvl. 2 Damage +5%<br>Lvl. 3 Damage +5%<br>Lvl. 4 Damage +10%<br>Lvl. 5 Cooldown -1
Lightsworn,indomitable,Places a 60% [Increase DEF] buff and a [Revive on Death] buff on all allies for 2 turns.<br>Lvl. 2 Cooldown -1
Lightsworn,Indomitable,
Relickeeper,Crusade,Attacks 1 enemy. Grants an Extra Turn if the target is killed.<br>Damage based on: [ATK]<br>Lvl. 2 Damage +5%<br>Lvl. 3 Damage +5%<br>Lvl. 4 Damage +5%<br>Lvl. 5 Damage +10%
Relickeeper,Surging Strength,Places a 50% [Increase ATK] buff on this Champion for 4 turns. Grants an Extra Turn.<br>Lvl. 2 Cooldown -1<br>Lvl. 3 Cooldown -1
Relickeeper,Ageless Endurance,"When hit by an enemy, places a 15% [Continuous Heal] buff on this Champion for 2 turns.<br>Lvl. 2 Cooldown -1<br>Lvl. 3 Cooldown -1"
Romero,Bring Hope,Attacks 1 enemy. Places a 7.5% [Continuous Heal] on the ally with the lowest HP for 1 turn.<br>Damage based on: [DEF]<br>Lvl. 2 Damage +5%<br>Lvl. 3 Damage +5%<br>Lvl. 4 Damage +5%<br>Lvl. 5 Damage +10%
Romero,Succor,Places a 15% [Continuous Heal] buff on all allies for 2 turns. Steals 1 buff from a random enemy.<br>Lvl. 2 Cooldown -1
Romero,Divine Benefaction,Places a [Shield] buff on all allies equal to 25% of their MAX HP for 2 turns. Places a 30% [Increase DEF) buff on this Champion for 2 turns.<br>Lvl. 3 Shield +25%
Romero,Stalwart Partner,Attacks all enemies 3 times.
Bushi,Rising Storm,Attacks 1 enemy. Damage inflicted increases each time this skill is used. Stacks up to 4 times.<br>Damage based on: [ATK]<br>Lvl. 2 Damage +5%<br>Lvl. 3 Damage +5%<br>Lvl. 4 Damage +5%<br>Lvl. 5 Damage +5%
Bushi,Deadly Edge,Attacks 1 enemy. This attack is always critical.<br>Damage based on: [ATK]<br>Lvl. 2 Damage +5%<br>Lvl. 3 Damage +10%<br>Lvl. 4 Damage +10%<br>Lvl. 5 Cooldown -1
Bushi,Unbending,Revives this Champion with 30% HP. Places an [Unkillable] buff on this Champion for 1 turn.<br>Lvl. 2 Cooldown -1<br>Lvl. 3 Cooldown -1
Canoness,Lead the Charge,Attacks 1 enemy. Has a 25% chance of placing a 50% [Increase ATK] buff on a random ally for 2 turns.<br>Damage based on: [DEF]<br>Lvl. 2 Damage +5%<br>Lvl. 3 Damage +5%<br>Lvl. 4 Buff/Debuff Chance +5%<br>Lvl. 5 Damage +10%<br>Lvl. 6 Buff/Debuff Chance +5
Canoness,Blinding Assault,Attacks 1 enemy. Has an 80% chance of placing a 50% [Decrease ACC] debuff on the target for 2 turns.<br>Damage based on: [DEF]<br>Lvl. 2 Damage +5%<br>Lvl. 3 Damage +10%<br>Lvl. 4 Buff/Debuff Chance +109<br>Lvl. 5 Buff/Debuff Chance +109<br>Lvl. 6 Cooldown -1
Canoness,Stalwart Guardian,Places a 50% [Ally Protection] buff and a 60% [Increase DEF] the target for 2 turns. Also places a 15% [Continuous Heal] on this Champion for 2 turns.<br>Lvl. 2 Cooldown -1<br>Lvl. 3 Cooldown -1
Cardinal,Evaporation,Has a 10% chance of placing a 5% [Poison] debuff for 2 turns.<br>Damage based on: [ATK]<br>Lvl. 2 Damage +5%<br>Lvl. 3 Damage +5%<br>Lvl. 4 Buff/Debuff Chance +5%<br>Lvl. 5 Buff/Debuff Chance +5%
Cardinal,Mending Touch,Heals a target ally by 30% of their MAX HP.<br>Lvl. 4 Cooldown -1
Cardinal,Redemption,Revives a dead ally and heals them by 25% of their MAX HP. The revived ally takes a turn.<br>Lvl. 2 Cooldown -1<br>Lvl. 3 Cooldown -1
Missionary,Crashing Helberd,Attacks 1 enemy. Has a 20% chance of placing a [Stun] debuff for 1 turn
Missionary,In the Thick,Attacks 1 enemy. Has a 40% chance of placing a [Provoke] debuff for 1 turn. Has a 100% chance of placing a [Provoke] debuff for 1 turn if this Champion's current HP is higher than the target's current HP
Missionary,Humble the Faithless,Attacks 1 enemy. Has a 75% chance of placing a 100% [Heal Reduction] debuff for 2 turns. Also has 75% chance of placing a 30% [Decrease SPD] debuff for 2 turns
Athel,Strike Down,Attacks 1 enemy 3 times. Has a 75% chance of placing a 25% [Weaken] debuff for 2 turns on the last hit.<br>Damage based on: [ATK]<br>Lvl. 2 Damage +5%<br>Lvl. 3 Buff/Debuff Chance +5%<br>Lvl. 4 Damage +5%<br>Lvl. 5 Buff/Debuff Chance +10%<br>Lvl. 6 Damage +5%<br>Lvl. 7 Damage +5%<br>Lvl. 8 Buff/Debuff Chance +10%
Athel,Divine Blades,Attacks all enemies. Has an extra 15% chance of inflicting a critical hit.<br>Damage based on: [ATK]<br>Lvl. 2 Damage +5%<br>Lvl. 3 Damage +5%<br>Lvl. 4 Damage +5%<br>Lvl. 5 Damage +10%
Athel,Higher Blessing,Places a 25% [Increase ATK] buff on this Champion for 2 turns. Places a 30% [Increase DEF] buff on this Champion if this Champion's current HP is less than 50%. Gains an Extra Turn.<br>Lvl. 2 Cooldown -1
Chaplain,Holy Bolt,Attacks 1 enemy.<br>Damage based on: [ATK]<br>Lvl. 2 Damage +5%<br>Lvl. 3 Damage +5<br>Lvl. 4 Damage +10%
Chaplain,Benediction,"Removes all debuffs from a target ally, then heals the target. The heal amount is proportional to this Champion's ATK.<br>Lvl. 4 Cooldown -1"
Chaplain,Radiance,Attacks all enemies. Heals all allies by 25% of the damage inflicted.<br>Damage based on: [ATK]<br>Lvl. 2 Damage +5%<br>Lvl. 3 Damage +5%<br>Lvl. 4 Damage +10%<br>Lvl. 5 Cooldown -1
Confessor,Stern Judgment,Attacks 1 enemy. Has a 15% chance of decreasing the target's Turn Meter by 15%.<br>Damage based on: [ATK]<br>Lvl. 2 Damage +5%<br>Lvl. 3 Damage +5%<br>Lvl. 4 Buff/Debuff Chance +5%<br>Lvl. 5 Damage +10%<br>Lvl. 6 Buff/Debuff Chance +10
Confessor,Blinding Light,Attacks all enemies. Has a 70% chance of placing a 50% [Decrease ACC] debuff for 2 turns.<br>Damage based on: [ATK]<br>Lvl. 2 Buff/Debuff Chance +109<br>Lvl. 3 Damage +10%<br>Lvl. 4 Buff/C<br>Lvl. 5 Buff/C<br>Lvl. 6 Cooldown -1
Confessor,Unyielding Fervor,Attacks 1 enemy. Has a 35% chance of granting an Extra Turn.<br>Damage based on: [ATK]<br>Lvl. 2 Damage +5%<br>Lvl. 3 Buff/Debuff Chance +5<br>Lvl. 4 Damage +10%<br>Lvl. 5 Buff/Debuff Chance +10<br>Lvl. 6 Cooldown -1
Harrier,Trick Shot,Attacks 1 enemy. Has a 15% chance of placing an extra hit.<br>Damage based on: [ATK]<br>Lvl. 2 Damage +5%<br>Lvl. 3 Damage +5%<br>Lvl. 4 Damage +5%<br>Lvl. 5 Damage +10%
Harrier,Puncture Bolts,Attacks 1 enemy 2 times. Each hit has a 30% chance of placing a 30% [Decrease DEF] debuff for 2 turns.<br>Damage based on: [ATK]<br>Lvl. 2 Damage +5%<br>Lvl. 3 Buff/Debuff Chance +55<br>Lvl. 4 Damage +5%<br>Lvl. 5 Buff/Debuff Chance +5<br>Lvl. 6 Buff/Debuff Chance +10
Harrier,Deadeye's Strike,Attacks 1 enemy. Has an extra 30% chance of inflicting a critical hit.<br>Damage based on: [ATK]<br>Lvl. 2 Damage +10%<br>Lvl. 3 Damage +10%<br>Lvl. 4 Cooldown -1
Harrier,Skillful Partner,Will ignore 50% of the target's DEF when this Champion inflicts a critical hit.
Hospitaller,Quick Slash,Attacks 1 enemy.<br>Damage based on: [ATK]<br>Lvl. 2 Damage +5<br>Lvl. 3 Damage +5<br>Lvl. 4 Damage +10%
Hospitaller,Wave of Purification,Attacks all enemies. Has a 50% chance of removing 1 random buff from each target.<br>Damage based on: [ATK]<br>Lvl. 2 Damage +5%<br>Lvl. 3 Buff/Debuff Chance +5<br>Lvl. 4 Damage +5%<br>Lvl. 5 Buff/Debuff Chance +10°<br>Lvl. 6 Damage +10%<br>Lvl. 7 Buff/Debuff Chance +109
Hospitaller,Invigorating Prayers,Places a 15% all allies for 2 turn
Hospitaller,Merciful Partner,Revives a random ally with 25% HP and places a [Block Damage] buff on them for 1 turn whenever H kills an enemy.
Judicator,Bright Fury,Attacks 1 enemy. Has a 20% chance of decreasing the target's Turn Meter by 15%.<br>Damage based on: [ATK]<br>Lvl. 2 Damage +5%<br>Lvl. 3 Damage +5%<br>Lvl. 4 Damage +5%<br>Lvl. 5 Damage +10%
Judicator,Undermine,Attacks 1 enemy. Has a 50% chance of placing a 30% [Decrease DEF] debuff for 2 turns.<br>Damage based on: [ATK]<br>Lvl. 2 Damage +5%<br>Lvl. 3 Buff/Debuff Chance +5°<br>Lvl. 4 Damage +5%<br>Lvl. 5 Buff/Debuff Chance +10%<br>Lvl. 6 Buff/Debuff Chance +10°<br>Lvl. 7 Cooldown -1
Judicator,Execution,Attacks 1 enemy. This attack deals 30% extra C. DMG.<br>Damage based on: [ATK]<br>Lvl. 2 Damage +5<br>Lvl. 3 Damage +5<br>Lvl. 4 Damage +10%<br>Lvl. 5 Cooldown -1
Justiciar,Hold the Line,Attacks 1 enemy. Increases this Champion's DEF by 3% (up to 10 times in one round).<br>Damage based on: [ATK] [DEF]<br>Lvl. 2 Damage +5%<br>Lvl. 3 Damage +5%<br>Lvl. 4 Damage +5%
Justiciar,Contemptuous Blow,Attacks 1 enemy. Has a 50% chance of placing a [Provoke] debuff on the target for 1 turn.<br>Damage based on: [DEF] [ATK]<br>Lvl. 2 Damage +5%<br>Lvl. 3 Buff/Debuff Chance +5%<br>Lvl. 4 Damage +5%<br>Lvl. 5 Buff/Debuff Chance +10'<br>Lvl. 6 Buff/Debuff Chance +10<br>Lvl. 7 Cooldown -1
Justiciar,Comeback,"When this Champion is hit with a critical hit, counterattacks using their default skill and decreases the buffs duration on the target by 1 turn."
Lamellar,Sacred Flame,Attacks 1 enemy. Has a 10% chance of placing a 30% [Decrease DEF] debuff for 2 turns.<br>Damage based on: [HP]<br>Lvl. 2 Damage +5%<br>Lvl. 3 Damage +5%<br>Lvl. 4 Buff/Debuff Chance +5%<br>Lvl. 5 Buff/Debuff Chance +10%
Lamellar,Crystal Burst,Attacks all enemies. Places a 25% [Decrease ATK] debuff for 2 turns.<br>Damage based on: [HP]<br>Lvl. 2 Damage +5%<br>Lvl. 3 Damage +5%<br>Lvl. 4 Damage +5%<br>Lvl. 5 Cooldown -1
Lamellar,Diehard,Decreases the damage taken by this Champion by 30% HP drops below 30%.
Maiden,Icy Temper,Attacks 1 enemy. Has a 25% chance of placing a [Freeze] debuff for 1 turn.<br>Damage based on: [ATK]<br>Lvl. 2 Damage +5%<br>Lvl. 3 Damage +5%<br>Lvl. 4 Damage +5%<br>Lvl. 5 Damage +5%
Maiden,Diminish,Attacks 1 enemy. Decreases the target's MAX HP by 25% of the damage inflicted.<br>Damage based on: [ATK]<br>Lvl. 2 Damage +5%<br>Lvl. 3 Damage +5%<br>Lvl. 4 Damage +5%<br>Lvl. 5 Damage +5%<br>Lvl. 6 Cooldown -1
Maiden,Sow Confusion,Attacks 1 enemy. Places a 30% [Decrease DEF] debuff for 2 turns. Places a 30% [Decrease DEF] debuff on all enemies for 2 turns if this attack is critical.<br>Damage based on: [ATK]<br>Lvl. 2 Damage +5%<br>Lvl. 3 Damage +5%<br>Lvl. 4 Damage +10%<br>Lvl. 5 Cooldown -1
Penitent,Sword of Faith,Attacks 1 enemy 2 times. Has a 30% chance of placing a 25% [Decrease ATK] debuff for 1 turn.<br>Damage based on: [ATK]<br>Lvl. 2 Damage +5%<br>Lvl. 3 Damage +5%<br>Lvl. 4 Buff/Debuff C<br>Lvl. 5 Buff/Debuff Chance +10'<br>Lvl. 6 Damage +10%
Penitent,Counter,Attacks 1 enemy. Places a [Counterattack] buff on this Champion for 1 turn.<br>Damage based on: [ATK]<br>Lvl. 2 Damage +5%<br>Lvl. 3 Damage +5%<br>Lvl. 4 Damage +5%<br>Lvl. 5 Cooldown -1
Penitent,Unshakable Faith,Removes all debuffs from this Champion. Places a buff on this Champion for 3 turns.
Templar,Charge,Attacks 1 enemy. Has a 30% chance of placing a 30% |Decrease SPD] debuff for 2 turns. Damage inflicted is proportional to DEF.<br>Damage based on: [DEF]<br>Lvl. 2 Damage +5%<br>Lvl. 3 Damage +5%<br>Lvl. 4 Buff/Debuff Chance +109<br>Lvl. 5 Damage +10%<br>Lvl. 6 Buff/Debuff Chance +10
Templar,Taunt,Attacks 4 times at random. Each hit has a 25% chance of placing a [Provoke] debuff for 1 turn. Places a [Block Damage] buff on this Champion for 1 turn. Damage inflicted is proportional to DEF.<br>Damage based on: [DEF]<br>Lvl. 2 Damage +5%<br>Lvl. 3 Buff/Debuff Chance +5%<br>Lvl. 4 Buff/Debuff Chance +10°<br>Lvl. 5 Buff/Debuff Chance +109<br>Lvl. 6 Cooldown -1
Templar,Contempt,Attacks with mpion's default skill whenever a places a debuff o
Warpriest,Admonish,Attacks 1 enemy. Has a 15% chance of placing a [Freeze] debuff for 1 turn.<br>Damage based on: [ATK]<br>Lvl. 2 Damage +5%<br>Lvl. 3 Damage +5%<br>Lvl. 4 Buff/Debuff Chance +5%<br>Lvl. 5 Buff/Debuff Chance +59<br>Lvl. 6 Damage +10%
Warpriest,Divine Light,Heals a target ally by 20% of their MAX HP. Heals all allies except the target by 10% of the target's MAX HP.
Warpriest,Bless Weapons,Places a 25% [ATK] buff on all allies for 2 turns.<br>Lvl. 2 Cooldown -1<br>Lvl. 3 Cooldown -1
Armiger,Riposte,Attacks 1 enemy. Decreases the Turn Meter by 30% if this attack is critical. Damage inflicted is proportional to DEF.<br>Damage based on: [DEF]<br>Lvl. 2 Damage +5%<br>Lvl. 3 Damage +5%<br>Lvl. 4 Damage +5%<br>Lvl. 5 Damage +5%
Armiger,Lay to Rest,Attacks 1 enemy. Damage inflicted is proportional to DEF and increases according to enemy MAX HP. Enemies killed by this skill cannot be revived.<br>Damage based on: [DEF] [Enemy MAX HP]<br>Lvl. 2 Damage +5%<br>Lvl. 3 Damage +5%<br>Lvl. 4 Damage +5%<br>Lvl. 5 Damage +5%<br>Lvl. 6 Cooldown -1
Battle Sister,Sever,Attacks 1 enemy. Decreases Turn Meter by 10% if this attack is critical.<br>Damage based on: [ATK]<br>Lvl. 2 Damage +5%<br>Lvl. 3 Damage +5%<br>Lvl. 4 Damage +5%<br>Lvl. 5 Damage +5%<br>Lvl. 6 Damage +5%
Battle Sister,Condemn,Attacks 1 enemy. Has a 15% chance of removing 1 random buff from the target. This attack is always critical.<br>Damage based on: [ATK]<br>Lvl. 2 Damage +5%<br>Lvl. 3 Damage +5%<br>Lvl. 4 Damage +5%<br>Lvl. 5 Buff/Debuff Chance +10<br>Lvl. 6 Cooldown -1
Crusader,Hack,Attacks 1 enemy 2 times.<br>Damage based on: [ATK]<br>Lvl. 2 Damage +5%<br>Lvl. 3 Damage +5%<br>Lvl. 4 Damage +5%<br>Lvl. 5 Damage +5%
Crusader,Rally,Attacks 1 enemy with 1 random ally. The ally joining the attack use their default skill.<br>Lvl. 2 Damage +5%<br>Lvl. 3 Damage +5%<br>Lvl. 4 Damage +10%<br>Lvl. 5 Damage +10%<br>Lvl. 6 Cooldown -1
Intercessor,Mangle,Attacks 1 enemy. Has a 15% chance of placing a 25% [Decrease ATK] debuff for 1 turn.<br>Damage based on: [ATK]<br>Lvl. 2 Damage +5%<br>Lvl. 3 Damage +5%<br>Lvl. 4 Damage +5%<br>Lvl. 5 Buff/Debuff Chance +5<br>Lvl. 6 Buff/Debuff Chance +5<br>Lvl. 7 Damage +10%
Intercessor,Inspire,Places a 25% buff on all allies for 2 turns.<br>Lvl. 3 Cooldown -1
Militia,Headshot,"Attacks 1 enemy. If the target has less than 30% HP, this attack is always critical.<br>Damage based on: [ATK]<br>Lvl. 2 Damage +5%<br>Lvl. 3 Damage +5%<br>Lvl. 4 Damage +5%<br>Lvl. 5 Damage +5%"
Militia,Piercing Bolt,Attacks 1 enemy. Has a 50% chance of placing a 60% [Decrease DEF] debuff for 2 turns.<br>Damage based on: [ATK]<br>Lvl. 2 Damage +5%<br>Lvl. 3 Buff/Debuff Chance +5<br>Lvl. 4 Buff/Debuff Chance +5?<br>Lvl. 5 Cooldown -1
Outlaw Monk,Dagger Throw,Attacks 1 enemy. Has a 10% chance of granting an Extra Turn.<br>Damage based on: [ATK]<br>Lvl. 2 Damage +5%<br>Lvl. 3 Buff/Debuff<br>Lvl. 4 Buff<br>Lvl. 5 Buff/C
Outlaw Monk,Foul Play,Places two 5% [Poison] debuffs on the target for 2 turns.
Pilgrim,Thunder Strike,Attacks 1 enemy 2 times. Each hit decreases the target's Turn Meter by 5%.<br>Damage based on: [ATK]<br>Lvl. 2 Damage +5%<br>Lvl. 3 Damage +5%<br>Lvl. 4 Damage +5%<br>Lvl. 5 Damage +5%<br>Lvl. 6 Damage +5%
Pilgrim,Pilgrim's Shield,Places a 30% buff on all allies for 2 turns.
Sergeant,Hack,Attacks 1 enemy 2 times.<br>Damage based on: [ATK]<br>Lvl. 2 Damage +5%<br>Lvl. 3 Damage +5%<br>Lvl. 4 Damage +5%<br>Lvl. 5 Damage +5%
Sergeant,Rally,Attacks 1 enemy with 1 random ally. The ally joining the attack use their default skill.<br>Lvl. 2 Damage +5%<br>Lvl. 3 Damage +5%<br>Lvl. 4 Damage +10%<br>Lvl. 5 Damage +10%<br>Lvl. 6 Cooldown -1
Sharpshooter,Piercing Shot,Attacks 1 enemy. Places a 25% [Increase ATK] buff on this Champion for 2 turns if the attack is critical.<br>Damage based on: [ATK]<br>Lvl. 2 Damage +5%<br>Lvl. 3 Buff/Debuff Chance +5<br>Lvl. 4 Damage +10%<br>Lvl. 5 Buff/Debuff Chance +10'
Sharpshooter,Double Tap,Attacks 1 enemy 2 times.<br>Damage based on: [ATK]<br>Lvl. 2 Damage +5%<br>Lvl. 3 Damage +5%<br>Lvl. 4 Damage +5%<br>Lvl. 5 Damage +5%
Vigilante,Holy Blade,Attacks 1 enemy 2 times.<br>Damage based on: [ATK]<br>Lvl. 2 Damage +5%<br>Lvl. 3 Damage +5%<br>Lvl. 4 Damage +5%<br>Lvl. 5 Damage +10%
Vigilante,Branding Iron,Attacks 3 times at random. Each hit has a 50% chance of placing a 15% [Weaken] debuff for 1 turn.<br>Damage based on: [ATK]<br>Lvl. 2 Damage +5%<br>Lvl. 3 Damage +5%<br>Lvl. 4 Buff/Debuff Chance +5%<br>Lvl. 5 Damage +10%<br>Lvl. 6 Buff/Debuff Chance +10<br>Lvl. 7 Cooldown -1
Knecht,Stab,Attacks 1 enemy. Has an extra 20% chance of inflicting a critical hit. Damage inflicted is proportional to DEF.<br>Damage based on: [DEF]<br>Lvl. 2 Damage +5%<br>Lvl. 3 Damage +5%<br>Lvl. 4 Damage +5%<br>Lvl. 5 Damage +5%
Novitiate,Harrying Shot,Attacks 1 enemy. Has a 10% chance of placing a 30% [Decrease DEF] debuff for 2 turns.<br>Damage based on: [ATK]<br>Lvl. 2 Damage +5%<br>Lvl. 3 Damage +5%<br>Lvl. 4 Buff/Debuff Chance +5?<br>Lvl. 5 Damage +5%<br>Lvl. 6 Buff/Debuff Chance +10<br>Lvl. 7 Damage +10%
Preacher,Holy Blow,Attacks 1 enemy. Has a 25% chance of placing a 25% [Decrease ATK] debuff for 1 turn.<br>Damage based on: [ATK]<br>Lvl. 2 Damage +5%<br>Lvl. 3 Damage +5%<br>Lvl. 4 Damage +5%<br>Lvl. 5 Damage +5%<br>Lvl. 6 Damage +5%
Sister Militant,Wide Swing,Attacks all enemies.<br>Damage based on: [ATK]<br>Lvl. 2 Damage +5%<br>Lvl. 3 Damage +5<br>Lvl. 4 Damage +5%<br>Lvl. 5 Damage +5%
Yeoman,Volley,Attacks 1 enemy 3 times. Each hit has a 10% chance to decrease the Turn Meter by 20%.<br>Damage based on: [ATK]<br>Lvl. 2 Damage +5%<br>Lvl. 3 Buff/Debuff Chance +5<br>Lvl. 4 Damage +5%<br>Lvl. 5 Buff/Debuff Chance +10
Longbeard,Unstoppable Force,Attacks 1 enemy. Will ignore [Shield] and [Block Damage] buffs.<br>Damage based on: [ATK]<br>Lvl. 2 Damage +5%<br>Lvl. 3 Damage +5%<br>Lvl. 4 Damage +10%
Longbeard,Brittleness Curse,Attacks 1 enemy. Places a 25% [Weaken] debuff for 2 turns.<br>Damage based on: [ATK]<br>Lvl. 2 Damage +5%<br>Lvl. 3 Damage +5%<br>Lvl. 4 Damage +10%<br>Lvl. 5 Cooldown -1
Longbeard,Horde's Fury,Attacks 1 enemy with 4 allies. Increases the damage inflicted by allies by 20%.<br>Lvl. 2 Cooldown -1
Norog,Maul,Attacks 1 enemy. Has a 25% chance of placing a 50% [Decrease ACC] debuff for 1 turn. This debuff cannot be resisted or blocked.<br>Damage based on: [ATK]<br>Lvl. 2 Damage +5%<br>Lvl. 3 Buff/Debuff Chance +5%<br>Lvl. 4 Damage +10%<br>Lvl. 5 Buff/Debuff Chance +10% % ey a eee Crs ya
Norog,Ice Pillar,Attacks all enemies. Places a [Block Buffs] debuff for 2 turns.<br>Damage based on: [ATK]<br>Lvl. 2 Damage +10%<br>Lvl. 3 Damage +10%<br>Lvl. 4 Cooldown -1
Norog,Thick Skin,"Immune to [Stun], [Freeze], [Sleep] debuffs. Decreases the damage taken by all allies by 15%."
Warchief,Freezing Cold,Attacks 1 enemy 3 times. Has a 15% chance of placing a [Freeze] debuff for 1 turn. Damage inflicted is proportional to DEF.<br>Damage based on: [DEF]<br>Lvl. 2 Damage +5%<br>Lvl. 3 Damage +5%<br>Lvl. 4 Damage +10%<br>Lvl. 5 Damage +10%<br>Lvl. 6 Buff/Debuff Chance +10%
Warchief,Marauder,Attacks 1 enemy. Places a [Provoke] debuff for 3 turns. Has a 75% chance of stealing 2 random buffs from the target. Damage inflicted is proportional to DEF.<br>Damage based on: [DEF] dl Provoke<br>Lvl. 2 Damage +5%<br>Lvl. 3 Damage +5%<br>Lvl. 4 Damage +10%<br>Lvl. 5 Damage +10%<br>Lvl. 6 Damage +10%<br>Lvl. 7 Cooldown -1
Warchief,Standstill,DEF increases by 10% for each dead ally.
Warchief,Brutal Force,
Hakkorhn Smashlord,Inhuman Force,
Hakkorhn Smashlord,Rallying Bellow,
Hakkorhn Smashlord,Blood Offering,
Basher,Splintering Bash,Attacks 1 enemy. Has a 30% chance of placing a 25% [Weaken] debuff for 2 turns.<br>Damage based on: [ATK]<br>Lvl. 2 Damage +5%<br>Lvl. 3 Damage +5%<br>Lvl. 4 Damage +5%<br>Lvl. 5 Damage +5%
Basher,Stinging Blast,"Attacks all enemies. If the target has a [Block Buffs] debuff, increases the cooldown on one random target skill for 2 turns.<br>Damage based on: [ATK]<br>Lvl. 2 Damage +5%<br>Lvl. 3 Damage +10%<br>Lvl. 4 Cooldown -1"
Basher,Cause Fear,Attacks 4 times at random. Has a 75% chance of placing a [Block Buffs] debuff for 2 turns.<br>Damage based on: [ATK] %@ Block Buffs<br>Lvl. 2 Damage +10%<br>Lvl. 3 Buff/Debuff Chance +10%<br>Lvl. 4 Buff/Debuff Chance +15%<br>Lvl. 5 Cooldown -1
Reinbeast,Caning,Attacks 1 enemy. Places a 15% [Continuous Heal] buff on the ally with the lowest HP for 1 turn.<br>Damage based on: [DEF]<br>Lvl. 2 Damage +5%<br>Lvl. 3 Damage +5%<br>Lvl. 4 Damage +5%
Reinbeast,Open Slay,Attacks 1 enemy 2 times. Revives a random ally with full HP if this attack kills the enemy.<br>Damage based on: [DEF]<br>Lvl. 2 Damage +5%<br>Lvl. 3 Damage +5%<br>Lvl. 4 Damage +5%<br>Lvl. 5 Damage +5%
Reinbeast,It Glows,"When an ally is attacked, places a [Shield] buff equal to 35% of this Champion's MAX HP on that ally for 2 turns. Occurs once per turn.<br>Lvl. 2 Shield +10%<br>Lvl. 3 Shield +10%<br>Lvl. 4 Shield +10%"
Steelskull,Decay,Attacks 1 enemy 2 times. Has a 10% chance of placing a 5% [Poison] debuff for 2 turns.<br>Damage based on: [ATK]<br>Lvl. 2 Damage +5%<br>Lvl. 3 Damage +5%<br>Lvl. 4 Buff/Debuff Chance +5%<br>Lvl. 5 Buff/Debuff Chance +10%<br>Lvl. 6 Buff/Debuff Chance +10%
Steelskull,Cleansing Spell,"Removes all debuffs from a target ally, then heals them by 40%.<br>Lvl. 2 Heal +5%<br>Lvl. 3 Heal +5%<br>Lvl. 4 Cooldown -1"
Steelskull,Protection,Places a 60% [Increase DEF] buff on all allies for 2 turns. Heals all allies by 20% of their MAX HP.<br>Lvl. 2 Heal +5%<br>Lvl. 3 Heal +5%<br>Lvl. 4 Cooldown -1
Flesh-Tearer,Multiply Misery,Attacks 1 enemy. Has a 40% chance of transferring 1 random debuff from this Champion to the target.<br>Damage based on: [ATK]<br>Lvl. 2 Damage +5%<br>Lvl. 3 Buff/Debuff Chance +5%<br>Lvl. 4 Buff/Debuff Chance +5%
Flesh-Tearer,Warleader,Heals all allies by 30% of their MAX HP. Increases the duration of all ally buffs by 1 turn.<br>Lvl. 2 Heal +5%<br>Lvl. 3 Heal +5%<br>Lvl. 4 Heal +5%<br>Lvl. 5 Heal +5%
Flesh-Tearer,Lay Low,Attacks all enemies. Decreases the duration of all enemy buffs by 1 turn. Increases the duration of all enemy debuffs by 1 turn.<br>Damage based on: [ATK]<br>Lvl. 2 Damage +5%<br>Lvl. 3 Damage +5%<br>Lvl. 4 Damage +10%<br>Lvl. 5 Cooldown -1
Ripper,Scar for Life,Attacks 1 enemy. Decreases their MAX HP by 10% of the damage inflicted.<br>Damage based on: [ATK]<br>Lvl. 2 Damage +5%<br>Lvl. 3 Damage +5%<br>Lvl. 4 Damage +5%<br>Lvl. 5 Damage +5%
Ripper,No Quarter,Attacks 1 enemy 2 times. Damage increases as the target's HP decreases.<br>Damage based on: [ATK]<br>Lvl. 3 Damage +5%<br>Lvl. 4 Damage +5%<br>Lvl. 5 Damage +5%
Ripper,Heavy Slam,Attacks 1 enemy. Will ignore 50% of the target's DEF. Decreases their MAX HP by 30% of the damage inflicted.<br>Damage based on: [ATK]<br>Lvl. 2 Damage +5%<br>Lvl. 3 Damage +10%
Taurus,Metabolize,Attacks 1 enemy. Heals by 20% of the damage inflicted if the target has a [Poison] debuff.<br>Damage based on: [ATK]<br>Lvl. 2 Damage +5%<br>Lvl. 3 Damage +5%<br>Lvl. 4 Damage +5%<br>Lvl. 5 Damage +10%
Taurus,Tendon Slash,Attacks 1 enemy. Has a 50% chance of placing a 25% [Weaken] debuff for 2 turns.<br>Damage based on: [ATK]<br>Lvl. 2 Damage +5%<br>Lvl. 3 Buff/Debuff Chance +10%<br>Lvl. 4 Damage +10%<br>Lvl. 5 Buff/Debuff Chance +15%<br>Lvl. 6 Cooldown -1
Taurus,Toxic Nova,This Champion receives damage equal to 99% of their current HP. Places an [Unkillable] buff on this Champion for 2 turns. Has an 80% chance of placing three 5% [Poison] debuffs on all enemies for 2 turns.<br>Lvl. 2 Buff/Debuff Chance +10%<br>Lvl. 3 Buff/Debuff Chance +10%<br>Lvl. 4 Cooldown -1
Yaga the Insatiable,Virulent Cleaver,Attacks 1 enemy. Has a 40% chance of placing a 5% [Poison] debuff for 2 turns
Yaga the Insatiable,Hungering Plague,Attacks 1 enemy 2 times. Each hit has a 50% chance of placing a 5% [Poison] for 2 turns
Yaga the Insatiable,Rot from Within,Attacks 1 enemy. Damage increases by 25% against target under [Poison] debuff
